Map,Killer,# Finished generators,# Escaped Survivors,Comments,# Hatch escapes,Season,SBMM
YAM,Trickster,2,0,1 DC + Proxy Camp,0,April,FALSE
YAM,Trickster,3,0,1 DC,0,April,FALSE
CF,Trickster,3,0,,0,April,FALSE
BWS,Hag,1,0,DH,0,April,FALSE
BAP,Doctor,5,3,,0,April,FALSE
SH,Wraith,3,0,,0,April,FALSE
SH,Trapper,5,4,Farm + 1 hatch,1,April,FALSE
CF,Blight,4,1,1 DC,0,April,FALSE
CP,Oni,3,0,,0,April,FALSE
BWS,Legion,5,4,,0,April,FALSE
CF,Wraith,2,0,Slugfest,0,April,FALSE
AVW,Deathslinger,2,1,1 hatch,1,April,FALSE
BWS,Huntress,5,3,1 suicide,0,April,FALSE
CF,Cannibal,5,4,,0,April,FALSE
MCM,Clown,1,1,1 hatch + full-on toxic killer,1,April,FALSE
HA,Spirit,5,1,1 hatch (key),1,April,FALSE
AVW,Pyramid Head,4,1,1 hatch,1,April,FALSE
YAM,Cannibal,1,1,1 hatch (key),1,April,FALSE
DDS,Nurse,3,1,1 hatch,1,April,FALSE
CF,Myers,5,3,,0,April,FALSE
MCM,Huntress,1,0,,0,April,FALSE
HAW,Doctor,0,4,Killer DC,0,April,FALSE
RF,Cannibal,2,0,Camp,0,April,FALSE
HA,Cannibal,2,0,Slugfest,0,April,FALSE
GID,Pyramid Head,5,3,Farm,0,April,FALSE
AVW,Blight,2,0,Mega Slugfest,0,April,FALSE
AVW,Clown,2,0,Pseudo farm at the endl + 4 Mori + iri add-on,0,April,FALSE
SH,Myers,1,0,Scratched mirror,0,April,FALSE
AVW,Spirit,2,0,Tunnel,0,April,FALSE
RF,Legion,3,0,1 DC,0,April,FALSE
BWS,Cannibal,4,1,Insidious Facecamp + 1 hatch,1,April,FALSE
LER,Trapper,3,0,,0,April,FALSE
YAM,Ghost Face,5,3,Proxy Camp,0,April,FALSE
SH,Ghost Face,2,0,,0,April,FALSE
BWS,Cannibal,0,4,Killer DC,0,April,FALSE
BAP,Oni,3,1,1 hatch,1,April,FALSE
BAP,Ghost Face,4,0,,0,April,FALSE
BAP,Spirit,4,1,1 hatch,1,April,FALSE
CF,Demogorgon,4,0,Almost got hatch + tunnel,0,April,FALSE
AVW,Deathslinger,4,0,,0,April,FALSE
GID,Twins,5,2,,0,April,FALSE
BWS,Doctor,2,0,,0,April,FALSE
YAM,Spirit,2,0,,0,April,FALSE
YAM,Cannibal,4,0,,0,April,FALSE
GID,Huntress,2,0,Iri add-on + Tunnel,0,April,FALSE
GID,Pyramid Head,5,1,1 hatch (proxy camp + tunnel),1,April,FALSE
AVW,Huntress,0,0,Mega Slugfest,0,April,FALSE
HAW,Trickster,2,0,Slugfest,0,April,FALSE
AVW,Blight,2,0,,0,April,FALSE
OR,Wraith,2,0,Proxy Camp + 1 Mori,0,April,FALSE
MCM,Huntress,2,0,,0,April,FALSE
BAP,Huntress,4,0,,0,April,FALSE
CF,Cannibal,3,0,,0,April,FALSE
AVW,Doctor,0,1,1 hatch + 1 DC + Ruin + DH,1,April,FALSE
OR,Freddy,4,1,1 hatch (key),1,April,FALSE
BAP,Spirit,5,1,Tunnel,0,April,FALSE
MCM,Clown,2,0,,0,April,FALSE
OR,Huntress,1,0,,0,April,FALSE
YAM,Huntress,2,0,,0,April,FALSE
OR,Blight,3,0,,0,April,FALSE
BAP,Cannibal,4,2,2 hatches (key),2,April,FALSE
AVW,Trapper,5,2,,0,April,FALSE
RF,Cannibal,1,0,Face Camp,0,April,FALSE
MCM,Twins,1,0,,0,April,FALSE
MCM,Cannibal,2,0,,0,April,FALSE
MCM,Plague,5,1,1 hatch (key) + NOED,1,April,FALSE
AVW,Wraith,5,1,NOED,0,April,FALSE
CP,Demogorgon,2,1,1 hatch,1,April,FALSE
YAM,Plague,4,1,1 hatch + 2 DC,1,April,FALSE
AVW,Huntress,5,2,Iridescent add-on,0,April,FALSE
BAP,Hillbilly,5,4,Farm,0,April,FALSE
BWS,Myers,3,0,,0,April,FALSE
LER,Plague,5,1,NOED,0,April,FALSE
HAW,Doctor,4,0,Toxic ++,0,April,FALSE
BAP,Myers,3,1,1 hatch,1,April,FALSE
AVW,Spirit,5,2,,0,April,FALSE
AVW,Wraith,3,1,1 hatch (key),1,April,FALSE
CP,Doctor,4,0,Flip-Flop & Good loops,0,April,FALSE
HA,Deathslinger,5,1,,0,April,FALSE
HA,Huntress,5,3,Face Camp + Proxy Camp,0,April,FALSE
RF,Trapper,2,1,1 hatch,1,April,FALSE
SH,Oni,4,0,,0,April,FALSE
CP,Nurse,0,0,1 DC,0,April,FALSE
CP,Freddy,5,3,1 Suicide + Farm,0,April,FALSE
AVW,Hillbilly,3,0,Slugfest + stupid killer,0,April,FALSE
AVW,Deathslinger,3,2,2 hatches (key),2,April,FALSE
AVW,Trickster,5,2,,0,April,FALSE
AVW,Spirit,3,0,1 suicide + 2 moris,0,April,FALSE
CP,Spirit,4,0,Tunnel + Camp,0,April,FALSE
CP,Plague,4,0,,0,April,FALSE
CF,Blight,1,0,,0,April,FALSE
HAW,Deathslinger,0,4,Killer DC,0,April,FALSE
CF,Pyramid Head,2,0,,0,April,FALSE
CF,Wraith,3,0,,0,April,FALSE
LER,Myers,2,0,2 suicides,0,April,FALSE
BAP,Freddy,5,0,1 suicide + 1 DC,0,April,FALSE
CP,Huntress,1,1,1 hatch + 2 DC,1,April,FALSE
CP,Oni,5,3,1 hatch,1,April,FALSE
HA,Cannibal,4,1,3 Moris + 1 hatch,1,April,FALSE
HA,Nurse,5,1,NOED,0,April,FALSE
MCM,Plague,2,0,idiot team,0,April,FALSE
CF,Freddy,4,1,,0,April,FALSE
HAW,Hag,3,0,,0,April,FALSE
CF,Doctor,3,0,,0,April,FALSE
MCM,Oni,4,1,Killer let us escape,0,April,FALSE
RF,Myers,4,0,Toxic,0,April,FALSE
AVW,Plague,5,3,NOED + Camp,0,April,FALSE
HA,Trickster,5,4,,0,April,FALSE
BAP,Trickster,5,3,,0,April,FALSE
HAW,Wraith,2,0,,0,April,FALSE
SH,Trapper,1,0,idiot team,0,April,FALSE
MCM,Plague,4,1,1 hatch (key),1,April,FALSE
GID,Deathslinger,5,3,,0,April,FALSE
AVW,Demogorgon,2,1,1 hatch,1,April,FALSE
MCM,Wraith,1,0,Tunnel +++,0,April,FALSE
CP,Cannibal,3,2,2 hatches (key),2,April,FALSE
CP,Trapper,3,1,1 hatch (key),1,April,FALSE
MCM,Nurse,3,2,Triche (escape but actually not),0,April,FALSE
CP,Pig,3,0,Tunnel +++,0,April,FALSE
CP,Pig,2,0,Idiot team,0,April,FALSE
MCM,Huntress,1,0,Sandbag + 3 suicides + iridescent add-on,0,April,FALSE
BWS,Wraith,0,4,Killer DC,0,April,FALSE
HAW,Cannibal,2,1,1 hatch,1,April,FALSE
AVW,Cannibal,2,0,Face Camp + Slugfest,0,April,FALSE
GID,Demogorgon,3,0,1 Mori,0,April,FALSE
HAW,Spirit,3,1,,0,April,FALSE
MCM,Ghost Face,5,3,HACKER <3,0,April,FALSE
MCM,Legion,1,1,Nice killer,0,April,FALSE
DDS,Myers,1,0,Add- on iridescent,0,April,FALSE
AVW,Huntress,0,0,Camp + Tunnel +++,0,April,FALSE
OR,Huntress,5,0,Stupid killer + Basement Camp,0,April,FALSE
CP,Hag,5,4,,0,April,FALSE
YAM,Trapper,4,0,,0,April,FALSE
AVW,Trapper,4,0,Just leave,0,April,FALSE
MCM,Huntress,4,1,Pseudo-farm + iridescent add-on,0,April,FALSE
SH,Deathslinger,5,2,Satisfying MoM play!!!,0,April,FALSE
MCM,Demogorgon,5,4,DC but not too much,0,April,FALSE
GID,Deathslinger,5,3,DC,0,April,FALSE
OR,Twins,5,1,Idiot team,0,April,FALSE
HA,Plague,5,4,Noob,0,April,FALSE
CP,Pyramid Head,4,0,Flip Flop,0,April,FALSE
CP,Ghost Face,5,2,NOED,0,April,FALSE
LER,Trickster,5,3,Face Camp,0,April,FALSE
CF,Blight,3,1,1 hatch,1,April,FALSE
YAM,Cannibal,2,1,1 hatch,1,April,FALSE
AVW,Hag,3,0,Idiot team,0,April,FALSE
OR,Ghost Face,4,1,1 hatch,1,April,FALSE
RF,Huntress,2,0,Iridescent add-on,0,April,FALSE
YAM,Huntress,3,0,DC + idiot team,0,April,FALSE
MCM,Hillbilly,4,0,,0,April,FALSE
YAM,Hillbilly,0,0,,0,April,FALSE
HA,Wraith,5,3,NOED + Face Camp,0,April,FALSE
BWS,Doctor,5,3,Fake AFK + NOED,0,April,FALSE
CP,Legion,5,2,Farm (1 suicide + 1 DC),0,April,FALSE
MCM,Trapper,4,1,1 hatch,1,April,FALSE
MCM,Trapper,5,3,,0,April,FALSE
YAM,Clown,4,1,1 hatch (key) + proxy camp,1,April,FALSE
AVW,Ghost Face,4,0,,0,April,FALSE
GID,Legion,3,1,1 hatch (key),1,April,FALSE
HAW,Wraith,2,0,,0,April,FALSE
HA,Freddy,3,2,1 DC + Killer DC,0,April,FALSE
HAW,Cannibal,2,0,Slugfest,0,April,FALSE
LER,Legion,5,2,,0,April,FALSE
CP,Trickster,5,2,,0,April,FALSE
RF,Trapper,2,0,1 DC + 1 suicide,0,April,FALSE
MCM,Hillbilly,2,0,,0,April,FALSE
DDS,Hillbilly,5,3,,0,April,FALSE
OR,Huntress,1,0,Iridescent add-on + 1 Mori,0,April,FALSE
HAW,Doctor,3,0,,0,April,FALSE
CP,Hillbilly,2,0,Ash!!!,0,April,FALSE
CP,Myers,4,1,1 hatch,1,April,FALSE
HAW,Pyramid Head,5,1,NOED,0,April,FALSE
MCM,Trickster,4,1,1 hatch,1,April,FALSE
BWS,Spirit,2,0,Slug slug slug,0,April,FALSE
SH,Nurse,0,0,,0,April,FALSE
HA,Huntress,1,0,,0,April,FALSE
MCM,Myers,4,0,,0,April,FALSE
RF,Hillbilly,5,2,Tunnel,0,April,FALSE
YAM,Myers,4,0,Face Camp,0,April,FALSE
CP,Cannibal,2,0,1 Mori,0,April,FALSE
MCM,Huntress,2,0,Tunnel,0,April,FALSE
AVW,Doctor,5,2,Tunnel,0,April,FALSE
MCM,Trickster,2,0,4 Moris,0,April,FALSE
BWS,Spirit,4,0,SWF Narkis,0,April,FALSE
BWS,Pyramid Head,5,4,SWF Narkis + Semi farm,0,April,FALSE
AVW,Wraith,5,4,,0,April,FALSE
CF,Clown,5,3,NOED,0,April,FALSE
MCM,Doctor,1,0,1 suicide + 1 AFK,0,April,FALSE
SH,Deathslinger,2,0,,0,April,FALSE
LER,Legion,3,0,4 Moris (DH),0,April,FALSE
CP,Wraith,1,0,,0,April,FALSE
CF,Nurse,5,3,,0,April,FALSE
MCM,Hag,2,0,DH + idiot team,0,April,FALSE
AVW,Cannibal,2,0,Tunnel ++ + Camp,0,April,FALSE
BAP,Hillbilly,3,0,,0,April,FALSE
CF,Wraith,5,3,Face Camp +++,0,April,FALSE
CF,Trickster,5,4,Farm,0,April,FALSE
MCM,Clown,1,1,,0,April,FALSE
BWS,Cannibal,0,0,Basement slugfest,0,April,FALSE
BAP,Huntress,4,2,2 hatches (key),2,April,FALSE
RF,Huntress,3,0,MoM fail...,0,April,FALSE
AVW,Cannibal,2,0,Sandbag Claudette + Tunnel,0,April,FALSE
BAP,Trickster,3,0,Idiot team + 1 DC,0,April,FALSE
HA,Huntress,5,2,Face Camp but we got you in the end,0,April,FALSE
CP,Nurse,4,2,Special play (2 hatches),2,April,FALSE
CP,Trickster,4,2,Special play (2 hatches),2,April,FALSE
MCM,Deathslinger,3,0,Tunnel,0,April,FALSE
OR,Trickster,4,2,Special play,0,April,FALSE
LER,Nurse,5,4,,0,April,FALSE
DDS,Freddy,3,1,,0,April,FALSE
BAP,Legion,3,0,,0,April,FALSE
MCM,Wraith,5,4,Truly AFK,0,April,FALSE
BWS,Oni,5,4,,0,April,FALSE
SH,Clown,5,2,Tunnel + Camp,0,April,FALSE
OR,Pyramid Head,2,1,1 hatch + Best PH of the game!,1,April,FALSE
RF,Huntress,0,1,1 hatch + Iridescent add-on,1,April,FALSE
SH,Hag,4,0,,0,April,FALSE
AVW,Ghost Face,4,0,,0,April,FALSE
AVW,Hag,4,0,Tunnel + Camp + Idiot Team,0,April,FALSE
DDS,Nurse,1,0,,0,April,FALSE
BAP,Demogorgon,2,0,Tunnel,0,April,FALSE
CF,Clown,2,0,,0,April,FALSE
YAM,Oni,2,0,,0,April,FALSE
LER,Nurse,5,3,,0,April,FALSE
CF,Freddy,4,2,Tunnel ++ + 2 hatches (key),2,April,FALSE
AVW,Trapper,4,3,3 hatches (key),3,April,FALSE
CF,Oni,0,1,1 hatch + Iridescent add-on,1,April,FALSE
SH,Wraith,5,3,Tunnel,0,April,FALSE
RF,Huntress,5,2,NOED + Proxy Camp,0,April,FALSE
CP,Hillbilly,5,4,,0,April,FALSE
RF,Blight,4,0,,0,April,FALSE
YAM,Legion,5,2,Tunnel,0,April,FALSE
BWS,Pig,5,4,,0,April,FALSE
RF,Nurse,5,4,,0,April,FALSE
CF,Trickster,5,3,,0,April,FALSE
CF,Pyramid Head,5,3,1 Mori,0,April,FALSE
OR,Huntress,3,0,Slugfest,0,April,FALSE
HA,Trapper,5,0,,0,April,FALSE
DDS,Spirit,3,1,1 hatch (key),1,April,FALSE
RF,Deathslinger,3,0,Tunnel,0,April,FALSE
AVW,Cannibal,5,2,Farm,0,April,FALSE
DDS,Blight,5,2,Speciale play (2 hatches),2,April,FALSE
CF,Twins,1,0,Tunnel + idiot team,0,April,FALSE
CF,Spirit,2,0,,0,April,FALSE
YAM,Plague,2,1,1 hatch,1,April,FALSE
YAM,Trapper,2,0,idiot team,0,April,FALSE
MCM,Huntress,5,3,playtime party / Slugfest,0,April,FALSE
HAW,Wraith,1,1,Massacre + hatch,1,April,FALSE
YAM,Cannibal,5,0,Face Camp (full-on trash),0,April,FALSE
SH,Legion,1,0,Idiot team,0,April,FALSE
HA,Freddy,0,0,Flip-Flop!,0,April,FALSE
RF,Freddy,3,0,Camp,0,April,FALSE
GID,Legion,2,0,Tunnel + 1 suicide + slugfest + 1 mori,0,April,FALSE
RF,Cannibal,1,1,1 hatch,1,April,FALSE
GID,Nurse,3,1,,0,April,FALSE
MCM,Wraith,4,0,Tunnel,0,April,FALSE
CF,Hag,4,0,Tunnel,0,April,FALSE
OR,Wraith,5,3,Tunnel + Camp + NOED,0,April,FALSE
CF,Spirit,4,0,Tunnel +++ + Slugfest/Musical chairs,0,April,FALSE
MCM,Oni,4,1,1 hatch (key) + tunnel,1,April,FALSE
CF,Deathslinger,4,1,1 hatch + 1 DC,1,April,FALSE
CF,Plague,5,2,1 DC (Tunnel),0,April,FALSE
YAM,Hillbilly,3,0,,0,April,FALSE
CF,Huntress,3,1,Slugfest,0,April,FALSE
CF,Cannibal,5,2,1 hatch,1,April,FALSE
HAW,Doctor,1,0,DH,0,April,FALSE
AVW,Blight,3,0,1 suicide,0,April,FALSE
HA,Wraith,5,1,Tunnel (because of flip flop),0,April,FALSE
MCM,Huntress,0,0,2 suicides,0,April,FALSE
CF,Legion,5,3,Tunnel + Toxic+ but opens the gate,0,April,FALSE
AVW,Pyramid Head,2,0,,0,April,FALSE
YAM,Trapper,4,1,Tunnel,0,April,FALSE
CF,Blight,1,1,Slugfest + 1 hatch,1,April,FALSE
AVW,Spirit,3,0,Full Toxic,0,April,FALSE
BAP,Ghost Face,0,3,1 DC +Killer DC,0,April,FALSE
RF,Trapper,5,1,1 DC,0,April,FALSE
RF,Doctor,5,2,,0,April,FALSE
MCM,Cannibal,5,4,Fake AFK,0,April,FALSE
AVW,Pyramid Head,5,3,,0,April,FALSE
SH,Wraith,4,0,Slugfest,0,April,FALSE
MCM,Huntress,4,0,,0,April,FALSE
AVW,Nurse,5,3,,0,April,FALSE
AVW,Huntress,5,2,,0,April,FALSE
MCM,Doctor,5,2,,0,April,FALSE
AVW,Pyramid Head,5,3,NOED,0,April,FALSE
DDS,Demogorgon,2,0,,0,April,FALSE
YAM,Trickster,5,1,Tunnel,0,April,FALSE
GID,Plague,3,0,,0,April,FALSE
MCM,Demogorgon,5,3,,0,April,FALSE
LER,Spirit,5,2,NOED,0,April,FALSE
CF,Pyramid Head,5,1,Face Camp + NOED,0,April,FALSE
BWS,Huntress,1,0,,0,April,FALSE
AVW,Nurse,5,1,NOED,0,April,FALSE
MCM,Doctor,2,0,1 Mori + Iridescent add-on,0,April,FALSE
AVW,Wraith,2,0,,0,April,FALSE
LER,Huntress,4,0,,0,April,FALSE
CF,Cannibal,2,0,,0,April,FALSE
CP,Plague,3,0,,0,April,FALSE
YAM,Plague,4,1,,0,April,FALSE
AVW,Ghost Face,4,1,1 hatch + idiot team,1,April,FALSE
MCM,Demogorgon,1,1,1 hatch (given),1,April,FALSE
MCM,Demogorgon,5,4,,0,April,FALSE
MCM,Myers,4,1,,0,April,FALSE
CP,Pyramid Head,5,1,,0,April,FALSE
AVW,Blight,0,1,1 hatch (key) after it's been closed,1,April,FALSE
BAP,Hillbilly,3,0,Proud moment,0,April,FALSE
OR,Legion,5,3,,0,April,FALSE
SH,Myers,2,1,Hatch,1,April,FALSE
HAW,Wraith,5,0,Tunnel +++ + NOED,0,April,FALSE
AVW,Plague,5,3,Tunnel +++,0,April,FALSE
CP,Trickster,5,3,,0,April,FALSE
YAM,Plague,0,0,1 DC,0,April,FALSE
BAP,Spirit,5,3,Special play (2 hatches+ key),2,April,FALSE
OR,Spirit,2,0,,0,April,FALSE
CP,Huntress,5,3,,0,April,FALSE
HAW,Doctor,5,4,Full Bill + AFK Look-See at the end,0,April,FALSE
AVW,Oni,1,0,,0,April,FALSE
YAM,Doctor,0,0,Double iridescent add-on,0,April,FALSE
CF,Freddy,1,0,Mega tunnel + Idiot team,0,April,FALSE
RF,Huntress,4,1,1 hatch (+1 Kobe+ insane) + Tunnel +++++,1,April,FALSE
LER,Myers,5,4,Scratched mirror,0,April,FALSE
GID,Huntress,4,0,camp,0,April,FALSE
CF,Cannibal,2,0,Facecamp +++ + cross off (with Dim),0,April,FALSE
MCM,Blight,5,0,cross off (with Dim),0,April,FALSE
AVW,Doctor,5,4,cross off (with Dim),0,April,FALSE
AVW,Plague,4,1,1 hatch + idiot team + tunnel + camp,1,April,FALSE
CF,Cannibal,5,2,,0,April,FALSE
GID,Huntress,2,1,1 hatch,1,April,FALSE
BAP,Myers,4,0,Adept + Slugfest,0,April,FALSE
MCM,Hillbilly,5,2,Tunnel + Camp,0,April,FALSE
MCM,Ghost Face,1,0,1 DC,0,April,FALSE
YAM,Huntress,5,3,,0,April,FALSE
YAM,Spirit,5,3,,0,April,FALSE
MCM,Ghost Face,2,1,Camp + hatch,1,April,FALSE
YAM,Blight,3,0,,0,April,FALSE
CF,Pig,5,2,Insane match+ unhooks all around the place,0,April,FALSE
SH,Pig,5,2,,0,April,FALSE
AVW,Pig,3,0,Camp + 3 Moris,0,April,FALSE
CF,Huntress,5,3,,0,April,FALSE
MCM,Ghost Face,3,1,1 hatch,1,April,FALSE
AVW,Blight,3,0,,0,April,FALSE
RF,Pig,5,3,1 death by trap,0,April,FALSE
MCM,Blight,2,0,,0,April,FALSE
CF,Cannibal,4,1,1 hatch,1,April,FALSE
MCM,Plague,5,4,Killer DC,0,April,FALSE
DDS,Pyramid Head,2,0,,0,April,FALSE
BAP,Hag,5,3,Mega tunnel +++ + 1 Mori,0,April,FALSE
CP,Plague,2,0,Idiot team,0,April,FALSE
HAW,Demogorgon,5,4,1 hatch + AFK Killer,1,April,FALSE
DDS,Freddy,1,1,1 hatch (given by the killer),1,April,FALSE
CF,Pyramid Head,5,2,,0,April,FALSE
CP,Huntress,2,0,,0,April,FALSE
AVW,Trickster,5,3,,0,April,FALSE
GID,Deathslinger,5,4,,0,April,FALSE
CF,Trickster,5,2,NOED,0,April,FALSE
BWS,Hag,4,1,1 hatch+ most patient killer ever,1,April,FALSE
LER,Plague,3,0,Tunnel,0,April,FALSE
MCM,Wraith,4,0,2 Moris,0,April,FALSE
MCM,Wraith,4,0,Very respectable killer,0,April,FALSE
RF,Ghost Face,4,2,Killer DC + 1 DC,0,April,FALSE
CF,Freddy,4,1,1 hatch,1,April,FALSE
DDS,Spirit,5,2,,0,April,FALSE
CF,Ghost Face,5,2,Gates opened too early (idiot team),0,April,FALSE
HAW,Doctor,3,0,,0,April,FALSE
CP,Freddy,5,3,Farm ? + 1 DC,0,April,FALSE
CF,Wraith,5,3,,0,April,FALSE
AVW,Blight,5,4,Flashlight save at the gate,0,April,FALSE
OR,Wraith,3,1,1 hatch + idiot team +++,1,April,FALSE
DDS,Pyramid Head,4,0,,0,April,FALSE
DDS,Oni,4,0,,0,April,FALSE
HA,Freddy,2,0,1 AFK,0,April,FALSE
OR,Wraith,5,3,Fake AFK (Rancor+ NOED+ Insidious+ Lightborn) + 1 hatch (special play),1,April,FALSE
OR,Deathslinger,4,1,1 hatch (key),1,April,FALSE
CP,Doctor,2,0,,0,April,FALSE
RF,Nurse,2,0,Just leave!!! (Idiot team),0,April,FALSE
GID,Huntress,1,1,1 hatch,1,April,FALSE
MCM,Hag,0,0,Massacre in the basement,0,April,FALSE
SH,Oni,4,0,Mega slugfetst,0,April,FALSE
YAM,Pig,5,2,Tunnel,0,April,FALSE
MCM,Huntress,1,0,Slugfest +++,0,April,FALSE
MCM,Trickster,5,0,,0,April,FALSE
CF,Pyramid Head,5,3,,0,April,FALSE
HAW,Pig,4,0,,0,April,FALSE
MCM,Ghost Face,5,4,,0,May,FALSE
OR,Ghost Face,3,0,Idiot team,0,May,FALSE
AVW,Pyramid Head,3,1,,0,May,FALSE
OR,Blight,4,1,1 hatch (key),1,May,FALSE
HAW,Wraith,2,0,,0,May,FALSE
DDS,Plague,4,2,1 hatch (key),1,May,FALSE
MCM,Clown,5,0,,0,May,FALSE
HAW,Spirit,3,1,Idiot team + 1 hatch,1,May,FALSE
AVW,Trapper,5,3,AFK + Mistake at the gate,0,May,FALSE
BAP,Trapper,0,0,,0,May,FALSE
CF,Huntress,5,4,Slugfest / Farm,0,May,FALSE
MCM,Wraith,0,0,Idiot team,0,May,FALSE
CF,Freddy,5,0,,0,May,FALSE
YAM,Freddy,1,1,Nice Killer,0,May,FALSE
HA,Doctor,2,0,1 DC + Slugfest,0,May,FALSE
LER,Doctor,2,1,Camp,0,May,FALSE
DDS,Legion,1,0,ultimate trash,0,May,FALSE
HAW,Ghost Face,1,1,Sandbag,0,May,FALSE
CF,Ghost Face,5,3,Farm+ extremely nice killer and team,0,May,FALSE
BWS,Trickster,5,4,,0,May,FALSE
CP,Deathslinger,3,0,,0,May,FALSE
BWS,Pyramid Head,5,4,,0,May,FALSE
HAW,Clown,5,4,,0,May,FALSE
DDS,Hag,5,4,,0,May,FALSE
CP,Twins,2,0,1 DC + Slugfest,0,May,FALSE
AVW,Clown,3,0,,0,May,FALSE
YAM,Plague,5,4,AFK but not really,0,May,FALSE
BWS,Trapper,3,1,1 hatch,1,May,FALSE
BWS,Plague,5,3,NOED,0,May,FALSE
BWS,Cannibal,5,3,Farm + 1 DC (Hacker),0,May,FALSE
YAM,Trickster,5,1,,0,May,FALSE
DDS,Huntress,5,2,,0,May,FALSE
CF,Wraith,3,1,1 hatch,1,May,FALSE
BWS,Doctor,1,0,,0,May,FALSE
BAP,Hillbilly,5,3,,0,May,FALSE
HAW,Wraith,1,1,1 hatch,1,May,FALSE
YAM,Wraith,1,0,Lots of palette stuns,0,May,FALSE
CF,Freddy,0,0,,0,May,FALSE
BAP,Nurse,3,2,2 hatches (key),2,May,FALSE
MCM,Clown,2,0,,0,May,FALSE
MCM,Hillbilly,5,1,Suicides,0,May,FALSE
CF,Plague,5,3,1 Mori,0,May,FALSE
LER,Plague,3,0,crouched glitch,0,May,FALSE
CP,Pig,5,3,2 hatches (special play) + nice team,2,May,FALSE
MCM,Blight,5,2,,0,May,FALSE
BWS,Hag,3,0,Tunnel,0,May,FALSE
HA,Nurse,2,1,1 hatch,1,May,FALSE
AVW,Nurse,5,1,,0,May,FALSE
MCM,Nurse,2,1,Tunnel,0,May,FALSE
CP,Myers,5,0,NOED + Tunnel,0,May,FALSE
AVW,Nurse,1,0,,0,May,FALSE
RF,Ghost Face,5,3,,0,May,FALSE
BAP,Nurse,1,1,1 hatch (given by the killer),1,May,FALSE
BWS,Nurse,1,0,4 Moris,0,May,FALSE
GID,Wraith,5,4,Farm + Cheat (?),0,May,FALSE
RF,Deathslinger,2,0,,0,May,FALSE
YAM,Spirit,3,0,DH (1 Mori),0,May,FALSE
CF,Deathslinger,4,0,Idiot team,0,May,FALSE
OR,Freddy,2,0,Tunnel,0,May,FALSE
AVW,Spirit,3,2,2 hatches (key),2,May,FALSE
CF,Spirit,0,0,Massacre,0,May,FALSE
RF,Deathslinger,3,0,,0,May,FALSE
BWS,Huntress,1,0,,0,May,FALSE
CP,Plague,5,4,,0,May,FALSE
CF,Cannibal,0,0,Quickest match in the west,0,May,FALSE
AVW,Huntress,5,3,Gnome,0,May,FALSE
MCM,Deathslinger,4,1,Killer let us escape through the gates,0,May,FALSE
MCM,Trapper,2,1,1 hatch + Idiot team,1,May,FALSE
AVW,Demogorgon,2,0,Massacre in the basement,0,May,FALSE
CP,Trickster,2,0,1 DC,0,May,FALSE
AVW,Plague,0,0,Idiot team,0,May,FALSE
YAM,Pig,3,0,Sandbag,0,May,FALSE
CF,Myers,3,0,1 DC (because Quentin was there),0,May,FALSE
BAP,Trapper,4,1,Killer let us escape through the gates,0,May,FALSE
MCM,Hag,3,0,,0,May,FALSE
AVW,Pig,1,0,,0,May,FALSE
CF,Ghost Face,5,1,Camp,0,May,FALSE
BWS,Wraith,2,0,,0,May,FALSE
CP,Oni,4,1,Hatch,1,May,FALSE
AVW,Doctor,4,1,1 hatch,1,May,FALSE
AVW,Pig,1,0,,0,May,FALSE
MCM,Oni,1,0,,0,May,FALSE
AVW,Myers,5,2,Farm at the end+ really nice killer,0,May,FALSE
YAM,Freddy,2,0,1 DC + Tunnel + Camp + Stupid killer,0,May,FALSE
OR,Wraith,3,0,,0,May,FALSE
BWS,Oni,2,0,2 DC,0,May,FALSE
YAM,Myers,5,2,Tunnel,0,May,FALSE
CF,Trickster,5,3,,0,May,FALSE
CP,Trickster,5,3,Camp,0,May,FALSE
MCM,Plague,5,4,,0,May,FALSE
LER,Plague,2,1,1 hatch,1,May,FALSE
AVW,Demogorgon,3,0,,0,May,FALSE
RF,Deathslinger,0,0,Zero,0,May,FALSE
HAW,Myers,4,1,hatch,1,May,FALSE
HA,Freddy,3,0,,0,May,FALSE
OR,Huntress,3,1,Killer let us escape through the gates,0,May,FALSE
AVW,Twins,3,0,Noob + camp + tunnel,0,May,FALSE
AVW,Hillbilly,4,0,,0,May,FALSE
AVW,Blight,3,0,,0,May,FALSE
OR,Trickster,4,0,Camp,0,May,FALSE
SH,Cannibal,3,1,1 hatch,1,May,FALSE
DDS,Legion,5,1,noob + DH/NOED bombo at the end,0,May,FALSE
RF,Wraith,5,3,Mega noob + NOED,0,May,FALSE
BWS,Plague,5,4,Giga farm + garden sprinkler,0,May,FALSE
AVW,Hillbilly,1,0,Face Camp + tunnel + idiot team,0,May,FALSE
AVW,Demogorgon,5,4,Baby demo,0,May,FALSE
YAM,Clown,5,1,,0,May,FALSE
CF,Wraith,4,1,1 hatch + mega camp,1,May,FALSE
BAP,Freddy,3,1,1 hatch + 1 DC,1,May,FALSE
CP,Wraith,2,0,,0,May,FALSE
CP,Trickster,2,0,Camp + 1 DC,0,May,FALSE
CP,Spirit,2,1,MoM + 1 hatch,1,May,FALSE
HAW,Nurse,5,2,1 DC + Farm,0,May,FALSE
GID,Doctor,3,0,,0,May,FALSE
BAP,Trickster,4,0,,0,May,FALSE
